data_posicao,id,ignicao,latitude,longitude,placa,velocidade
Wed Dec 16 2018 03:44:00 GMT-0200 (Hora oficial do Brasil),213,False,-25.364938600000002,-51.4699571,TESTE001,0
Wed Dec 16 2018 04:14:02 GMT-0200 (Hora oficial do Brasil),214,False,-25.3649,-51.4699351,TESTE001,0
Wed Dec 16 2018 04:44:05 GMT-0200 (Hora oficial do Brasil),215,False,-25.3648815,-51.4699146,TESTE001,0
Wed Dec 16 2018 05:14:08 GMT-0200 (Hora oficial do Brasil),216,False,-25.364938100000003,-51.4699348,TESTE001,0
Wed Dec 16 2018 05:44:11 GMT-0200 (Hora oficial do Brasil),217,False,-25.364883300000002,-51.46989310000001,TESTE001,0
Wed Dec 16 2018 06:14:14 GMT-0200 (Hora oficial do Brasil),218,False,-25.364929500000002,-51.4699223,TESTE001,0
Wed Dec 16 2018 06:44:17 GMT-0200 (Hora oficial do Brasil),219,False,-25.364948100000003,-51.4699381,TESTE001,0
Wed Dec 16 2018 07:14:20 GMT-0200 (Hora oficial do Brasil),220,False,-25.3649108,-51.469931,TESTE001,0
Wed Dec 16 2018 07:44:23 GMT-0200 (Hora oficial do Brasil),221,False,-25.3648698,-51.46992879999999,TESTE001,0
Wed Dec 16 2018 08:14:26 GMT-0200 (Hora oficial do Brasil),222,False,-25.364890600000003,-51.4699386,TESTE001,0
Wed Dec 16 2018 08:44:29 GMT-0200 (Hora oficial do Brasil),223,False,-25.3649165,-51.4699436,TESTE001,0
Wed Dec 16 2018 09:14:32 GMT-0200 (Hora oficial do Brasil),224,False,-25.364883,-51.4699326,TESTE001,0
Wed Dec 16 2018 09:44:35 GMT-0200 (Hora oficial do Brasil),225,False,-25.3648881,-51.469932,TESTE001,0
Wed Dec 16 2018 10:14:38 GMT-0200 (Hora oficial do Brasil),226,False,-25.3649695,-51.4699075,TESTE001,0
Wed Dec 16 2018 10:44:40 GMT-0200 (Hora oficial do Brasil),227,False,-25.364921300000002,-51.469908000000004,TESTE001,0
Wed Dec 16 2018 11:14:43 GMT-0200 (Hora oficial do Brasil),228,False,-25.364891,-51.469959499999995,TESTE001,0
Wed Dec 16 2018 11:44:47 GMT-0200 (Hora oficial do Brasil),229,False,-25.3648895,-51.4699606,TESTE001,0
Wed Dec 16 2018 12:14:50 GMT-0200 (Hora oficial do Brasil),230,False,-25.3649125,-51.469899,TESTE001,0
Wed Dec 16 2018 12:44:53 GMT-0200 (Hora oficial do Brasil),231,False,-25.3649056,-51.469894000000004,TESTE001,0
Wed Dec 16 2018 13:14:56 GMT-0200 (Hora oficial do Brasil),232,False,-25.3648403,-51.4699513,TESTE001,0
Wed Dec 16 2018 13:44:59 GMT-0200 (Hora oficial do Brasil),233,False,-25.3649438,-51.4700025,TESTE001,0
Wed Dec 16 2018 14:15:02 GMT-0200 (Hora oficial do Brasil),234,False,-25.364905800000003,-51.4699766,TESTE001,0
Wed Dec 16 2018 14:45:04 GMT-0200 (Hora oficial do Brasil),235,False,-25.364955300000002,-51.469964000000004,TESTE001,0
Wed Dec 16 2018 15:15:07 GMT-0200 (Hora oficial do Brasil),236,False,-25.3649568,-51.469947499999996,TESTE001,0
Wed Dec 16 2018 15:45:10 GMT-0200 (Hora oficial do Brasil),237,False,-25.364860600000004,-51.4699291,TESTE001,0
Wed Dec 16 2018 16:15:13 GMT-0200 (Hora oficial do Brasil),238,False,-25.3648891,-51.469885999999995,TESTE001,0
Wed Dec 16 2018 16:45:16 GMT-0200 (Hora oficial do Brasil),239,False,-25.3648788,-51.4699146,TESTE001,0
Wed Dec 16 2018 17:15:19 GMT-0200 (Hora oficial do Brasil),240,False,-25.3649128,-51.469933600000005,TESTE001,0
Wed Dec 16 2018 17:45:22 GMT-0200 (Hora oficial do Brasil),241,False,-25.3648955,-51.469926,TESTE001,0
Wed Dec 16 2018 18:15:25 GMT-0200 (Hora oficial do Brasil),242,False,-25.3648921,-51.469895,TESTE001,0
Wed Dec 16 2018 18:45:28 GMT-0200 (Hora oficial do Brasil),243,False,-25.364869100000003,-51.469889,TESTE001,0
Wed Dec 16 2018 19:15:31 GMT-0200 (Hora oficial do Brasil),244,False,-25.3648745,-51.46988579999999,TESTE001,0
Wed Dec 16 2018 19:45:34 GMT-0200 (Hora oficial do Brasil),245,False,-25.3648978,-51.469879299999995,TESTE001,0
Wed Dec 16 2018 20:15:37 GMT-0200 (Hora oficial do Brasil),246,False,-25.364916100000002,-51.4698841,TESTE001,0
Wed Dec 16 2018 20:45:40 GMT-0200 (Hora oficial do Brasil),247,False,-25.364926800000003,-51.4699263,TESTE001,0
Wed Dec 16 2018 21:15:43 GMT-0200 (Hora oficial do Brasil),248,False,-25.364894500000002,-51.46990529999999,TESTE001,0
Wed Dec 16 2018 21:45:47 GMT-0200 (Hora oficial do Brasil),249,False,-25.3649281,-51.469924,TESTE001,0
Wed Dec 16 2018 22:15:50 GMT-0200 (Hora oficial do Brasil),250,False,-25.3648825,-51.4699486,TESTE001,0
Wed Dec 16 2018 22:45:53 GMT-0200 (Hora oficial do Brasil),251,False,-25.3648816,-51.4699186,TESTE001,0
Wed Dec 16 2018 23:15:56 GMT-0200 (Hora oficial do Brasil),252,False,-25.3648896,-51.469896999999996,TESTE001,0
Wed Dec 16 2018 23:45:59 GMT-0200 (Hora oficial do Brasil),253,False,-25.364915600000003,-51.469942100000004,TESTE001,0
Wed Dec 17 2018 00:16:02 GMT-0200 (Hora oficial do Brasil),254,False,-25.3648865,-51.469856799999995,TESTE001,0
Wed Dec 17 2018 00:46:05 GMT-0200 (Hora oficial do Brasil),255,False,-25.364927800000004,-51.4699655,TESTE001,0
Wed Dec 17 2018 01:16:09 GMT-0200 (Hora oficial do Brasil),256,False,-25.3649065,-51.4698985,TESTE001,0
Wed Dec 17 2018 01:46:12 GMT-0200 (Hora oficial do Brasil),257,False,-25.364906100000002,-51.469918299999996,TESTE001,0
Wed Dec 17 2018 02:16:15 GMT-0200 (Hora oficial do Brasil),258,False,-25.3649056,-51.4699435,TESTE001,0
Wed Dec 17 2018 02:46:18 GMT-0200 (Hora oficial do Brasil),259,False,-25.3648921,-51.469991,TESTE001,0
Wed Dec 17 2018 03:16:21 GMT-0200 (Hora oficial do Brasil),260,False,-25.3649055,-51.469972600000006,TESTE001,0
Wed Dec 17 2018 03:46:24 GMT-0200 (Hora oficial do Brasil),261,False,-25.3649335,-51.469930100000006,TESTE001,0
Wed Dec 17 2018 04:16:27 GMT-0200 (Hora oficial do Brasil),262,False,-25.364910000000002,-51.4699451,TESTE001,0
Wed Dec 17 2018 04:46:30 GMT-0200 (Hora oficial do Brasil),263,False,-25.3648953,-51.469929,TESTE001,0
Wed Dec 17 2018 05:16:33 GMT-0200 (Hora oficial do Brasil),264,False,-25.3649306,-51.469911100000004,TESTE001,0
Wed Dec 17 2018 05:46:36 GMT-0200 (Hora oficial do Brasil),265,False,-25.3649585,-51.4698893,TESTE001,0
Wed Dec 17 2018 06:16:39 GMT-0200 (Hora oficial do Brasil),266,False,-25.364895,-51.4699165,TESTE001,0
Wed Dec 17 2018 06:46:42 GMT-0200 (Hora oficial do Brasil),267,False,-25.3649046,-51.4699405,TESTE001,0
Wed Dec 17 2018 07:16:45 GMT-0200 (Hora oficial do Brasil),268,False,-25.364893,-51.4699548,TESTE001,0
Wed Dec 17 2018 07:46:48 GMT-0200 (Hora oficial do Brasil),269,False,-25.3649026,-51.4699315,TESTE001,0
Wed Dec 17 2018 08:16:51 GMT-0200 (Hora oficial do Brasil),270,False,-25.3649323,-51.4699446,TESTE001,0
Wed Dec 17 2018 08:46:54 GMT-0200 (Hora oficial do Brasil),271,False,-25.3649036,-51.469903,TESTE001,0
Wed Dec 17 2018 09:16:57 GMT-0200 (Hora oficial do Brasil),272,False,-25.36489,-51.4699623,TESTE001,0
Wed Dec 17 2018 09:47:00 GMT-0200 (Hora oficial do Brasil),273,False,-25.3648868,-51.4699518,TESTE001,0
Wed Dec 17 2018 10:17:03 GMT-0200 (Hora oficial do Brasil),274,False,-25.3648436,-51.469929799999996,TESTE001,0
Wed Dec 17 2018 10:47:06 GMT-0200 (Hora oficial do Brasil),275,False,-25.364873100000004,-51.4699405,TESTE001,0
Wed Dec 17 2018 11:17:09 GMT-0200 (Hora oficial do Brasil),276,False,-25.3649086,-51.469953600000004,TESTE001,0
Wed Dec 17 2018 11:47:12 GMT-0200 (Hora oficial do Brasil),277,False,-25.3648956,-51.4699931,TESTE001,0
Wed Dec 17 2018 12:17:15 GMT-0200 (Hora oficial do Brasil),278,False,-25.3649305,-51.4699885,TESTE001,0
Wed Dec 17 2018 12:47:18 GMT-0200 (Hora oficial do Brasil),279,False,-25.364893,-51.46993629999999,TESTE001,0
Wed Dec 17 2018 13:17:21 GMT-0200 (Hora oficial do Brasil),280,False,-25.364876000000002,-51.469966,TESTE001,0
Wed Dec 17 2018 13:47:23 GMT-0200 (Hora oficial do Brasil),281,False,-25.3649228,-51.4699715,TESTE001,0
Wed Dec 17 2018 14:17:26 GMT-0200 (Hora oficial do Brasil),282,False,-25.3648786,-51.4699321,TESTE001,0
Wed Dec 17 2018 14:47:29 GMT-0200 (Hora oficial do Brasil),283,False,-25.3648971,-51.4699031,TESTE001,0
Wed Dec 17 2018 15:17:32 GMT-0200 (Hora oficial do Brasil),284,False,-25.3649593,-51.469951,TESTE001,0
Wed Dec 17 2018 15:47:35 GMT-0200 (Hora oficial do Brasil),285,False,-25.3649108,-51.4699395,TESTE001,0
Wed Dec 17 2018 16:17:38 GMT-0200 (Hora oficial do Brasil),286,False,-25.364935600000003,-51.469909799999996,TESTE001,0
Wed Dec 17 2018 16:47:41 GMT-0200 (Hora oficial do Brasil),287,False,-25.3649003,-51.469918,TESTE001,0
Wed Dec 17 2018 17:17:44 GMT-0200 (Hora oficial do Brasil),288,False,-25.3648931,-51.4699945,TESTE001,0
Wed Dec 17 2018 17:47:47 GMT-0200 (Hora oficial do Brasil),289,False,-25.364913100000003,-51.469899299999994,TESTE001,0
Wed Dec 17 2018 18:17:50 GMT-0200 (Hora oficial do Brasil),290,False,-25.364916100000002,-51.4699661,TESTE001,0
Wed Dec 17 2018 18:47:53 GMT-0200 (Hora oficial do Brasil),291,False,-25.3648905,-51.469915500000006,TESTE001,0
Wed Dec 17 2018 19:17:56 GMT-0200 (Hora oficial do Brasil),292,False,-25.3649005,-51.469895799999996,TESTE001,0
Wed Dec 17 2018 19:47:59 GMT-0200 (Hora oficial do Brasil),293,False,-25.3648816,-51.469930100000006,TESTE001,0
Wed Dec 17 2018 20:18:02 GMT-0200 (Hora oficial do Brasil),294,False,-25.364948100000003,-51.4699136,TESTE001,0
Wed Dec 17 2018 20:48:05 GMT-0200 (Hora oficial do Brasil),295,False,-25.364913100000003,-51.4699195,TESTE001,0
Wed Dec 17 2018 21:18:08 GMT-0200 (Hora oficial do Brasil),296,False,-25.3649283,-51.4699123,TESTE001,0
Wed Dec 17 2018 21:48:11 GMT-0200 (Hora oficial do Brasil),297,False,-25.3648598,-51.4699305,TESTE001,0
Wed Dec 17 2018 22:18:14 GMT-0200 (Hora oficial do Brasil),298,False,-25.364921600000002,-51.4700016,TESTE001,0
Wed Dec 17 2018 22:48:17 GMT-0200 (Hora oficial do Brasil),299,False,-25.364891,-51.469881799999996,TESTE001,0
Wed Dec 17 2018 23:18:20 GMT-0200 (Hora oficial do Brasil),300,False,-25.3649116,-51.4699095,TESTE001,0
Wed Dec 17 2018 23:48:22 GMT-0200 (Hora oficial do Brasil),301,False,-25.3648881,-51.4699455,TESTE001,0
Wed Dec 18 2018 00:18:25 GMT-0200 (Hora oficial do Brasil),302,False,-25.364912,-51.469934499999994,TESTE001,0
Wed Dec 18 2018 00:48:28 GMT-0200 (Hora oficial do Brasil),303,False,-25.3648855,-51.469909799999996,TESTE001,0
Wed Dec 18 2018 01:18:31 GMT-0200 (Hora oficial do Brasil),304,False,-25.364907000000002,-51.469923,TESTE001,0
Wed Dec 18 2018 01:48:34 GMT-0200 (Hora oficial do Brasil),305,False,-25.364906100000002,-51.469953000000004,TESTE001,0
Wed Dec 18 2018 02:18:37 GMT-0200 (Hora oficial do Brasil),306,False,-25.364915600000003,-51.4699186,TESTE001,0
Wed Dec 18 2018 02:48:40 GMT-0200 (Hora oficial do Brasil),307,False,-25.364911300000003,-51.469930100000006,TESTE001,0
Wed Dec 18 2018 03:18:42 GMT-0200 (Hora oficial do Brasil),308,False,-25.364890600000003,-51.469967600000004,TESTE001,0
Wed Dec 18 2018 03:48:45 GMT-0200 (Hora oficial do Brasil),309,False,-25.364941,-51.4699126,TESTE001,0
Wed Dec 18 2018 04:18:48 GMT-0200 (Hora oficial do Brasil),310,False,-25.3648653,-51.46992879999999,TESTE001,0
Wed Dec 18 2018 04:48:51 GMT-0200 (Hora oficial do Brasil),311,False,-25.364897,-51.46989779999999,TESTE001,0
Wed Dec 18 2018 05:18:54 GMT-0200 (Hora oficial do Brasil),312,False,-25.3649435,-51.469941,TESTE001,0
Wed Dec 18 2018 05:48:56 GMT-0200 (Hora oficial do Brasil),313,False,-25.3648306,-51.46989779999999,TESTE001,0
Wed Dec 18 2018 06:18:58 GMT-0200 (Hora oficial do Brasil),314,False,-25.364905800000003,-51.4699283,TESTE001,0
Wed Dec 18 2018 06:49:01 GMT-0200 (Hora oficial do Brasil),315,False,-25.364905,-51.4699516,TESTE001,0
Wed Dec 18 2018 07:19:04 GMT-0200 (Hora oficial do Brasil),316,False,-25.3648908,-51.46995379999999,TESTE001,0
Wed Dec 18 2018 07:49:07 GMT-0200 (Hora oficial do Brasil),317,False,-25.364895999999998,-51.46994229999999,TESTE001,0
Wed Dec 18 2018 08:19:10 GMT-0200 (Hora oficial do Brasil),318,False,-25.3649563,-51.469910299999995,TESTE001,0
Wed Dec 18 2018 08:40:52 GMT-0200 (Hora oficial do Brasil),319,True,-25.3649563,-51.469910299999995,TESTE001,0
Wed Dec 18 2018 08:42:33 GMT-0200 (Hora oficial do Brasil),320,True,-25.364669600000003,-51.4697548,TESTE001,8
Wed Dec 18 2018 08:42:53 GMT-0200 (Hora oficial do Brasil),321,True,-25.364547100000003,-51.4700465,TESTE001,8
Wed Dec 18 2018 08:44:52 GMT-0200 (Hora oficial do Brasil),322,True,-25.364511,-51.47016,TESTE001,0
Wed Dec 18 2018 08:46:52 GMT-0200 (Hora oficial do Brasil),323,True,-25.364537300000002,-51.4701555,TESTE001,0
Wed Dec 18 2018 08:48:52 GMT-0200 (Hora oficial do Brasil),324,True,-25.364521,-51.4701396,TESTE001,0
Wed Dec 18 2018 08:50:51 GMT-0200 (Hora oficial do Brasil),325,True,-25.364678,-51.4695883,TESTE001,8
Wed Dec 18 2018 08:52:08 GMT-0200 (Hora oficial do Brasil),326,False,-25.364568,-51.469273799999996,TESTE001,0
Wed Dec 18 2018 08:52:08 GMT-0200 (Hora oficial do Brasil),327,False,-25.364568,-51.469273799999996,TESTE001,0
Wed Dec 18 2018 08:52:12 GMT-0200 (Hora oficial do Brasil),328,True,-25.3645641,-51.4692686,TESTE001,0
Wed Dec 18 2018 08:52:21 GMT-0200 (Hora oficial do Brasil),329,False,-25.3645615,-51.4692646,TESTE001,0
Wed Dec 18 2018 08:52:24 GMT-0200 (Hora oficial do Brasil),330,True,-25.3645588,-51.4692586,TESTE001,0
Wed Dec 18 2018 08:52:30 GMT-0200 (Hora oficial do Brasil),331,False,-25.3645563,-51.469254299999996,TESTE001,0
Wed Dec 18 2018 09:24:32 GMT-0200 (Hora oficial do Brasil),332,False,-25.364508999999998,-51.4692515,TESTE001,0
Wed Dec 18 2018 09:54:35 GMT-0200 (Hora oficial do Brasil),333,False,-25.364561,-51.4692343,TESTE001,0
Wed Dec 18 2018 10:24:39 GMT-0200 (Hora oficial do Brasil),334,False,-25.364573999999998,-51.469263500000004,TESTE001,0
Wed Dec 18 2018 10:54:42 GMT-0200 (Hora oficial do Brasil),335,False,-25.3645638,-51.4692933,TESTE001,0
Wed Dec 18 2018 11:24:45 GMT-0200 (Hora oficial do Brasil),336,False,-25.3645536,-51.4693043,TESTE001,0
Wed Dec 18 2018 11:54:48 GMT-0200 (Hora oficial do Brasil),337,False,-25.3646138,-51.4693071,TESTE001,0
Wed Dec 18 2018 12:24:51 GMT-0200 (Hora oficial do Brasil),338,False,-25.3644965,-51.4692231,TESTE001,0
Wed Dec 18 2018 12:24:51 GMT-0200 (Hora oficial do Brasil),339,False,-25.3644965,-51.4692231,TESTE001,0
Wed Dec 18 2018 12:54:54 GMT-0200 (Hora oficial do Brasil),340,False,-25.3645496,-51.469254600000006,TESTE001,0
Wed Dec 18 2018 13:24:57 GMT-0200 (Hora oficial do Brasil),341,False,-25.3645436,-51.4692523,TESTE001,0
Wed Dec 18 2018 13:55:01 GMT-0200 (Hora oficial do Brasil),342,False,-25.364473800000003,-51.4691975,TESTE001,0
Wed Dec 18 2018 14:25:04 GMT-0200 (Hora oficial do Brasil),343,False,-25.364571100000003,-51.469159499999996,TESTE001,0
Wed Dec 18 2018 14:55:07 GMT-0200 (Hora oficial do Brasil),344,False,-25.3646321,-51.4692075,TESTE001,0
Wed Dec 18 2018 15:25:10 GMT-0200 (Hora oficial do Brasil),345,False,-25.364689000000002,-51.4693136,TESTE001,0
Wed Dec 18 2018 15:55:13 GMT-0200 (Hora oficial do Brasil),346,False,-25.3645965,-51.469220799999995,TESTE001,0
Wed Dec 18 2018 16:25:16 GMT-0200 (Hora oficial do Brasil),347,False,-25.364589000000002,-51.469310799999995,TESTE001,0
Wed Dec 18 2018 16:55:19 GMT-0200 (Hora oficial do Brasil),348,False,-25.3645926,-51.4691491,TESTE001,0
Wed Dec 18 2018 17:25:22 GMT-0200 (Hora oficial do Brasil),349,False,-25.364678,-51.469287,TESTE001,0
Wed Dec 18 2018 17:55:25 GMT-0200 (Hora oficial do Brasil),350,False,-25.364601500000003,-51.46919329999999,TESTE001,0
Wed Dec 18 2018 18:25:28 GMT-0200 (Hora oficial do Brasil),351,False,-25.364662300000003,-51.4693331,TESTE001,0
Wed Dec 18 2018 18:55:31 GMT-0200 (Hora oficial do Brasil),352,False,-25.3645785,-51.4692145,TESTE001,0
Wed Dec 18 2018 19:25:34 GMT-0200 (Hora oficial do Brasil),353,False,-25.3645071,-51.4692435,TESTE001,0
Wed Dec 18 2018 19:55:37 GMT-0200 (Hora oficial do Brasil),354,False,-25.3645176,-51.469203,TESTE001,0
Wed Dec 18 2018 20:25:40 GMT-0200 (Hora oficial do Brasil),355,False,-25.3645918,-51.469219,TESTE001,0
Wed Dec 18 2018 20:55:44 GMT-0200 (Hora oficial do Brasil),356,False,-25.364569,-51.469247499999994,TESTE001,0
Wed Dec 18 2018 21:25:48 GMT-0200 (Hora oficial do Brasil),357,False,-25.3645308,-51.469226,TESTE001,0
Wed Dec 18 2018 21:55:51 GMT-0200 (Hora oficial do Brasil),358,False,-25.364617300000003,-51.4692081,TESTE001,0
Wed Dec 18 2018 22:25:54 GMT-0200 (Hora oficial do Brasil),359,False,-25.364496799999998,-51.46921879999999,TESTE001,0
Wed Dec 18 2018 22:55:57 GMT-0200 (Hora oficial do Brasil),360,False,-25.364557100000003,-51.469234,TESTE001,0
Wed Dec 18 2018 23:26:00 GMT-0200 (Hora oficial do Brasil),361,False,-25.364514,-51.469361600000006,TESTE001,0
Wed Dec 18 2018 23:56:04 GMT-0200 (Hora oficial do Brasil),362,False,-25.3645451,-51.469278,TESTE001,0
Wed Dec 19 2018 00:26:07 GMT-0200 (Hora oficial do Brasil),363,False,-25.3645891,-51.4692205,TESTE001,0
Wed Dec 19 2018 00:56:11 GMT-0200 (Hora oficial do Brasil),364,False,-25.364647,-51.46934279999999,TESTE001,0
Wed Dec 19 2018 01:26:14 GMT-0200 (Hora oficial do Brasil),365,False,-25.364563,-51.4692645,TESTE001,0
Wed Dec 19 2018 01:56:17 GMT-0200 (Hora oficial do Brasil),366,False,-25.3645648,-51.4692865,TESTE001,0
Wed Dec 19 2018 02:26:20 GMT-0200 (Hora oficial do Brasil),367,False,-25.3645985,-51.469296,TESTE001,0
Wed Dec 19 2018 02:56:23 GMT-0200 (Hora oficial do Brasil),368,False,-25.364610600000002,-51.469169799999996,TESTE001,0
Wed Dec 19 2018 03:26:26 GMT-0200 (Hora oficial do Brasil),369,False,-25.3645436,-51.4692671,TESTE001,0
Wed Dec 19 2018 03:56:30 GMT-0200 (Hora oficial do Brasil),370,False,-25.364547,-51.4692735,TESTE001,0
Wed Dec 19 2018 04:26:34 GMT-0200 (Hora oficial do Brasil),371,False,-25.364632500000003,-51.469314000000004,TESTE001,0
Wed Dec 19 2018 04:56:38 GMT-0200 (Hora oficial do Brasil),372,False,-25.3645263,-51.4692765,TESTE001,0
Wed Dec 19 2018 05:26:41 GMT-0200 (Hora oficial do Brasil),373,False,-25.364606100000003,-51.46924979999999,TESTE001,0
Wed Dec 19 2018 05:56:44 GMT-0200 (Hora oficial do Brasil),374,False,-25.364538,-51.469280600000005,TESTE001,0
Wed Dec 19 2018 06:26:46 GMT-0200 (Hora oficial do Brasil),375,False,-25.364596,-51.4692473,TESTE001,0
Wed Dec 19 2018 06:56:49 GMT-0200 (Hora oficial do Brasil),376,False,-25.3646218,-51.4692625,TESTE001,0
Wed Dec 19 2018 07:26:52 GMT-0200 (Hora oficial do Brasil),377,False,-25.3645395,-51.4692876,TESTE001,0
Wed Dec 19 2018 07:56:55 GMT-0200 (Hora oficial do Brasil),378,False,-25.3645658,-51.469319299999995,TESTE001,0
Wed Dec 19 2018 08:26:58 GMT-0200 (Hora oficial do Brasil),379,False,-25.3645698,-51.4693088,TESTE001,0
Wed Dec 19 2018 08:57:01 GMT-0200 (Hora oficial do Brasil),380,False,-25.3645483,-51.4692385,TESTE001,0
Wed Dec 19 2018 09:27:04 GMT-0200 (Hora oficial do Brasil),381,False,-25.364555300000003,-51.469310799999995,TESTE001,0
Wed Dec 19 2018 09:57:06 GMT-0200 (Hora oficial do Brasil),382,False,-25.364542,-51.4692501,TESTE001,0
Wed Dec 19 2018 10:27:10 GMT-0200 (Hora oficial do Brasil),383,False,-25.364593499999998,-51.469294299999994,TESTE001,0
Wed Dec 19 2018 10:57:13 GMT-0200 (Hora oficial do Brasil),384,False,-25.3645185,-51.4692225,TESTE001,0
Wed Dec 19 2018 11:27:16 GMT-0200 (Hora oficial do Brasil),385,False,-25.3645558,-51.469265500000006,TESTE001,0
Wed Dec 19 2018 11:57:19 GMT-0200 (Hora oficial do Brasil),386,False,-25.3645876,-51.4692698,TESTE001,0
Wed Dec 19 2018 12:27:21 GMT-0200 (Hora oficial do Brasil),387,False,-25.364461600000002,-51.4691545,TESTE001,0
Wed Dec 19 2018 12:57:24 GMT-0200 (Hora oficial do Brasil),388,False,-25.3645655,-51.4693476,TESTE001,0
Wed Dec 19 2018 13:27:28 GMT-0200 (Hora oficial do Brasil),389,False,-25.364440300000002,-51.4692686,TESTE001,0
Wed Dec 19 2018 13:57:31 GMT-0200 (Hora oficial do Brasil),390,False,-25.364600600000003,-51.4692886,TESTE001,0
Wed Dec 19 2018 14:27:34 GMT-0200 (Hora oficial do Brasil),391,False,-25.364523100000003,-51.46916029999999,TESTE001,0
Wed Dec 19 2018 14:34:03 GMT-0200 (Hora oficial do Brasil),392,True,-25.364523100000003,-51.46916029999999,TESTE001,0
Wed Dec 19 2018 14:36:05 GMT-0200 (Hora oficial do Brasil),393,True,-25.364579100000004,-51.469251299999996,TESTE001,0
Wed Dec 19 2018 14:38:05 GMT-0200 (Hora oficial do Brasil),394,True,-25.3646935,-51.4695663,TESTE001,1
Wed Dec 19 2018 14:38:16 GMT-0200 (Hora oficial do Brasil),395,True,-25.3645923,-51.469555799999995,TESTE001,10
Wed Dec 19 2018 14:38:32 GMT-0200 (Hora oficial do Brasil),396,True,-25.364333600000002,-51.4698461,TESTE001,8
Wed Dec 19 2018 14:38:52 GMT-0200 (Hora oficial do Brasil),397,True,-25.364182999999997,-51.470034000000005,TESTE001,10
Wed Dec 19 2018 14:40:25 GMT-0200 (Hora oficial do Brasil),398,True,-25.366739499999998,-51.4745558,TESTE001,13
Wed Dec 19 2018 14:41:01 GMT-0200 (Hora oficial do Brasil),399,True,-25.3638456,-51.4762276,TESTE001,28
Wed Dec 19 2018 14:41:17 GMT-0200 (Hora oficial do Brasil),400,True,-25.3635521,-51.4754621,TESTE001,18
Wed Dec 19 2018 14:41:33 GMT-0200 (Hora oficial do Brasil),401,True,-25.3641715,-51.4760828,TESTE001,38
Wed Dec 19 2018 14:43:33 GMT-0200 (Hora oficial do Brasil),402,True,-25.369106100000003,-51.495836499999996,TESTE001,52
Wed Dec 19 2018 14:45:33 GMT-0200 (Hora oficial do Brasil),403,True,-25.384063100000002,-51.512704799999995,TESTE001,78
Wed Dec 19 2018 14:46:56 GMT-0200 (Hora oficial do Brasil),404,True,-25.3905271,-51.521303499999995,TESTE001,17
Wed Dec 19 2018 14:47:12 GMT-0200 (Hora oficial do Brasil),405,True,-25.391300100000002,-51.520826,TESTE001,30
Wed Dec 19 2018 14:49:12 GMT-0200 (Hora oficial do Brasil),406,True,-25.4017925,-51.514829600000006,TESTE001,60
Wed Dec 19 2018 14:49:37 GMT-0200 (Hora oficial do Brasil),407,True,-25.4045931,-51.51217329999999,TESTE001,48
Wed Dec 19 2018 14:49:53 GMT-0200 (Hora oficial do Brasil),408,True,-25.406453600000003,-51.5113693,TESTE001,58
Wed Dec 19 2018 14:51:53 GMT-0200 (Hora oficial do Brasil),409,True,-25.4120918,-51.4941445,TESTE001,25
Wed Dec 19 2018 14:52:15 GMT-0200 (Hora oficial do Brasil),410,True,-25.4124188,-51.492973299999996,TESTE001,24
Wed Dec 19 2018 14:52:34 GMT-0200 (Hora oficial do Brasil),411,True,-25.4131588,-51.4924238,TESTE001,32
Wed Dec 19 2018 14:54:24 GMT-0200 (Hora oficial do Brasil),412,True,-25.4258688,-51.4913945,TESTE001,68
Wed Dec 19 2018 14:54:49 GMT-0200 (Hora oficial do Brasil),413,True,-25.429460600000002,-51.493975799999994,TESTE001,68
Wed Dec 19 2018 14:55:11 GMT-0200 (Hora oficial do Brasil),414,True,-25.4312705,-51.4974841,TESTE001,61
Wed Dec 19 2018 14:57:01 GMT-0200 (Hora oficial do Brasil),415,True,-25.448058800000002,-51.5099678,TESTE001,87
Wed Dec 19 2018 14:58:03 GMT-0200 (Hora oficial do Brasil),416,True,-25.450966,-51.5205781,TESTE001,63
Wed Dec 19 2018 14:58:30 GMT-0200 (Hora oficial do Brasil),417,True,-25.455142300000002,-51.52193629999999,TESTE001,63
Wed Dec 19 2018 14:59:05 GMT-0200 (Hora oficial do Brasil),418,True,-25.460523600000002,-51.5204636,TESTE001,62
Wed Dec 19 2018 14:59:11 GMT-0200 (Hora oficial do Brasil),419,True,-25.4611558,-51.521217299999996,TESTE001,57
Wed Dec 19 2018 15:00:09 GMT-0200 (Hora oficial do Brasil),420,True,-25.4672626,-51.5291673,TESTE001,83
Wed Dec 19 2018 15:02:08 GMT-0200 (Hora oficial do Brasil),421,True,-25.4863806,-51.5388715,TESTE001,79
Wed Dec 19 2018 15:02:56 GMT-0200 (Hora oficial do Brasil),422,True,-25.4940978,-51.5402723,TESTE001,45
Wed Dec 19 2018 15:03:16 GMT-0200 (Hora oficial do Brasil),423,True,-25.495774,-51.5416045,TESTE001,45
Wed Dec 19 2018 15:03:45 GMT-0200 (Hora oficial do Brasil),424,True,-25.4990296,-51.5420685,TESTE001,44
Wed Dec 19 2018 15:04:23 GMT-0200 (Hora oficial do Brasil),425,True,-25.5022671,-51.545294,TESTE001,57
Wed Dec 19 2018 15:06:23 GMT-0200 (Hora oficial do Brasil),426,True,-25.5196665,-51.5489128,TESTE001,69
